Name,DEQ Number,Title,Document Date
DAQ-2020-002464 - 0901a06880bfda1f,DAQ-2020-002464,Annual Boiler MACT Report - 40 CFR 63 Subpart DDDDD,1/30/2020
DAQ-2020-002465 - 0901a06880bfda20,DAQ-2020-002465,R307-107-2 Breakdown Report,1/28/2020
DAQ-2020-002662 - 0901a06880c00d65,DAQ-2020-002662,Big West Oil Company - Pretest Protocol for Total Volatile Organic Compounds (TVOC) Relative Accuracy Test - Davis County,2/27/2020
DAQ-2020-002663 - 0901a06880c00d66,DAQ-2020-002663,Review of RA/PST Protocol dated 2/6/2020,2/24/2020
DAQ-2020-005034 - 0901a06880c43c21,DAQ-2020-005034,MACT Subpart CC Report — Equipment Leaks — 2nd Semiannual Report for 2019,1/30/2020
DAQ-2020-006055 - 0901a06880c71b47,DAQ-2020-006055,2019 Total Annual Benzene (TAB) Report,3/3/2020
DAQ-2020-006864 - 0901a06880c930ff,DAQ-2020-006864,1st Quarter 2020 UACR VOC Monitoring Report,4/15/2020
DAQ-2020-009368 - 0901a06880cf285f,DAQ-2020-009368,Big West Oil Company - Pretest Protocol for Total Volatile Organic Compounds (TVOC) Relative Accuracy Test - Davis County,7/31/2020
DAQ-2020-009369 - 0901a06880cf2860,DAQ-2020-009369,Review of RA/PST Protocol dated 6/24/2020,7/15/2020
DAQ-2020-009949 - 0901a06880d05b07,DAQ-2020-009949,First Quarter 2020 - State Electronic Data Report,8/14/2020
DAQ-2020-009951 - 0901a06880d05b08,DAQ-2020-009951,State Electronic Data Report (SEDR) Review,8/27/2020
DAQ-2020-009952 - 0901a06880d05b09,DAQ-2020-009952,Fourth Quarter 2019 - State Electronic Data Report,8/14/2020
DAQ-2020-009953 - 0901a06880d05b0a,DAQ-2020-009953,State Electronic Data Report (SEDR) Review,7/27/2020
DAQ-2020-010807 - 0901a06880d204a3,DAQ-2020-010807,"Notice of Transmittal: Semi-Annual Report January 1, 2020 through June 30, 2020",9/3/2020
DAQ-2020-010808 - 0901a06880d204a4,DAQ-2020-010808,"MACT Subpart UUU Semi-Annual Report: January 1 to June 30, 2020",7/30/2020
DAQ-2020-011283 - 0901a06880d2c463,DAQ-2020-011283,Protocol Review and Test Date Confirmation,9/18/2020
DAQ-2020-011284 - 0901a06880d2c464,DAQ-2020-011284,"Review of Pretest Protocol received September 9, 2020",9/9/2020
DAQ-2020-011870 - 0901a06880d3c4a9,DAQ-2020-011870,Second Quarter 2020 - State Electronic Data Report,10/1/2020
DAQ-2020-011871 - 0901a06880d3c4ee,DAQ-2020-011871,State Electronic Data Report (SEDR) Review,9/16/2020
DAQ-2020-014289 - 0901a06880d88ee1,DAQ-2020-014289,Partial Compliance Evaluation (# 2 of 4),10/21/2020
DAQ-2020-014852 - 0901a06880d9b8e1,DAQ-2020-014852,Partial Compliance Evaluation (#3 of 4),10/29/2020
DAQ-2020-015247 - 0901a06880da5bfe,DAQ-2020-015247,Yd Quarter 2020 UACR VOC Monitoring Report,10/9/2020
DAQ-2020-015248 - 0901a06880da5bff,DAQ-2020-015248,MACT Subpart CC Report — Equipment Leaks — 1st Semiannual Report for 2020,7/14/2020
DAQ-2020-015249 - 0901a06880da5c00,DAQ-2020-015249,2nd Quarter UACR VOC Monitoring Report & 1st Semiannual 2020 NSPS GGGa Report,7/13/2020
DAQ-2020-015250 - 0901a06880da5c01,DAQ-2020-015250,MACT Subpart CC Report — Equipment Leaks - 1st Semiannual Report for 2020,7/14/2020
DAQ-2020-015251 - 0901a06880da5c02,DAQ-2020-015251,RSR Flare Management Plan —40 CFR 60 Subpart Ja & 40 CFR 63 Subpart CC,9/1/2020
DAQ-2020-015252 - 0901a06880da5c03,DAQ-2020-015252,2020 SRU Turnarounds,7/28/2020
DAQ-2020-015253 - 0901a06880da5c04,DAQ-2020-015253,"Big West Oil - Pretest Protocol for Flow, Oxygen (02), and Sulfur Dioxide (S02) and Hydrogen Sulfide (H2S) Relative Accuracy Test - Davis County",12/4/2020
DAQ-2020-015254 - 0901a06880da5c34,DAQ-2020-015254,Review of RA/PST Protocol dated 10/28/2020,11/27/2020
DAQ-2020-015979 - 0901a06880dbf69e,DAQ-2020-015979,Partial Compliance Evaluation (#1 of 4 Tanks),11/13/2020
DAQ-2020-016134 - 0901a06880dcba20,DAQ-2020-016134,Status of Construction of West Flare,9/1/2020
DAQ-2020-016135 - 0901a06880dcba21,DAQ-2020-016135,NSPS Ja Startup Notification — FLR-1800 West Flare,9/15/2020
DAQ-2020-016136 - 0901a06880dcba22,DAQ-2020-016136,SRU Efficiency Notification,9/30/2020
DAQ-2020-016137 - 0901a06880dcba23,DAQ-2020-016137,Consent Decree — Third-Party LDAR Audit Notification,9/30/2020
DAQ-2020-016138 - 0901a06880dcba24,DAQ-2020-016138,Consent Decree — Third-Party LDAR Audit Notification,9/30/2020
DAQ-2020-016139 - 0901a06880dcba25,DAQ-2020-016139,"MACT Subpart CC Periodic Report — 1st Half 2020 (January 15, 2020 —July 14, 2020)",9/15/2020
DAQ-2020-016284 - 0901a06880dd1872,DAQ-2020-016284,Full Compliance Evaluation (#4 of 4),11/29/2020
DAQ-2020-016803 - 0901a06880dfed89,DAQ-2020-016803,"REVIEW OF STACK TEST REPORT DATED NOVEMBER 23, 2020",12/29/2020
DAQ-2020-017181 - 0901a06880e30fb2,DAQ-2020-017181,Vapor Recovery Units RATA Test Reports,4/16/2020
DAQ-2020-017281 - 0901a06880e937a2,DAQ-2020-017281,QQQ Semiannual Report,6/12/2020
DAQ-2020-017282 - 0901a06880e937a3,DAQ-2020-017282,"MACT Subpart CC Periodic Report — 2nd Half 2019 (July 15, 2019 —January 14, 2020)",3/15/2020
DAQ-2020-017283 - 0901a06880e92068,DAQ-2020-017283,NSPS Ja Startup Notification — FLR-1800 West Flare,9/15/2020
DAQ-2020-017541 - 0901a06880f36db9,DAQ-2020-017541,Notification of Tank 51 Degassing,11/25/2020
DAQ-2020-017542 - 0901a06880f36dba,DAQ-2020-017542,SRU EFFICIENCY CALCULATIONS CY2020,12/31/2020
DAQ-2020-017543 - 0901a06880f36df9,DAQ-2020-017543,"SIP PM 2.5 & PM 10 Deviation Report — 2019 & 2020 (January 1, 2019 — October 31, 2020)",12/17/2020
DAQ-2020-017544 - 0901a06880f36dfa,DAQ-2020-017544,QQQ Semiannual Report,12/10/2020
DAQ-2020-017821 - 0901a06881078a10,DAQ-2020-017821,2020 South and West Flare RATA Final Report,10/31/2020
DAQ-2021-000633 - 0901a06880dda42f,DAQ-2021-000633,Third Quarter 2020 - State Electronic Data Report,1/15/2021
DAQ-2021-000634 - 0901a06880dda430,DAQ-2021-000634,State Electronic Data Report (SEDR) Review,1/12/2021
DAQ-2021-001895 - 0901a06880dfed46,DAQ-2021-001895,2021 MSCC Analyzer and NVRU/SVRU RATAs,1/20/2021
DAQ-2021-001897 - 0901a06880dfed47,DAQ-2021-001897,"Big West Oil Company - Pretest Protocol for Carbon Monoxide (CO), Carbon Dioxide (CO2), Nitrogen Oxides (NOx), Oxygen (02), Sulfur Dioxide (S02) and Total Hydrocarbons (THC) Relative Accuracy Test - Davis County",2/11/2021
DAQ-2021-001898 - 0901a06880dfed48,DAQ-2021-001898,Review of RA/PST Protocol dated 12/31/2019,1/26/2021
DAQ-2021-002491 - 0901a06880e14872,DAQ-2021-002491,"4th Quarter UACR VOC Monitoring Report & 2"" Semiannual 2020 NSPS GGGa Report",1/14/2021
DAQ-2021-002492 - 0901a06880e14873,DAQ-2021-002492,MACT Subpart CC Report — Equipment Leaks — 2nd Semiannual Report for 2020,1/14/2021
DAQ-2021-002493 - 0901a06880e14874,DAQ-2021-002493,2020 UACR UTM/DTM Annual Report,1/14/2021
DAQ-2021-002494 - 0901a06880e14875,DAQ-2021-002494,Annual Boiler MACT Report —40 CFR 63 Subpart DDDDD,1/28/2021
DAQ-2021-002495 - 0901a06880e14876,DAQ-2021-002495,Consent Decree Semi-Annual Report,1/31/2021
DAQ-2021-002496 - 0901a06880e14877,DAQ-2021-002496,"MACT Subpart UUU Semi-Annual Report: July 1 to Dec 31, 2020",1/27/2021
DAQ-2021-002689 - 0901a06880e1d659,DAQ-2021-002689,Fourth Quarter 2020 - State Electronic Data Report,2/26/2021
DAQ-2021-002690 - 0901a06880e1e698,DAQ-2021-002690,State Electronic Data Report (SEDR) Review,2/18/2021
DAQ-2021-005708 - 0901a06880e8052d,DAQ-2021-005708,Additional Information Request,4/30/2021
DAQ-2021-006569 - 0901a06880e937a4,DAQ-2021-006569,Notification of Tank 51 Returning to Service,3/3/2021
DAQ-2021-007048 - 0901a06880ea37b5,DAQ-2021-007048,State Electronic Data Report (SEDR) Review,5/13/2021
DAQ-2021-008441 - 0901a06880ed6837,DAQ-2021-008441,QQQ Semiannual Report,6/10/2021
DAQ-2021-008442 - 0901a06880ed6838,DAQ-2021-008442,Notification of Tank 06 Degassing,5/13/2021
DAQ-2021-009657 - 0901a06880ef9afe,DAQ-2021-009657,Additional Information Request,7/30/2021
DAQ-2021-010536 - 0901a06880f36dfb,DAQ-2021-010536,Notification of Tank 06 Returning to Service,7/14/2021
DAQ-2021-010537 - 0901a06880f36dfe,DAQ-2021-010537,Notification of Tank 06 Degassing,7/19/2021
DAQ-2021-010538 - 0901a06880f36e18,DAQ-2021-010538,MACT Subpart CC Report — Equipment Leaks — 2nd Semiannual Report for 2020,1/14/2021
DAQ-2021-010539 - 0901a06880f36e19,DAQ-2021-010539,MACT Subpart CC Report — Equipment Leaks — 1st Semiannual Report for 2021,7/14/2021
DAQ-2021-010540 - 0901a06880f36e1a,DAQ-2021-010540,2nd Quarter UACR VOC Monitoring Report & 1st Semiannual NSPS GGGa Report 2021,7/14/2021
DAQ-2021-010541 - 0901a06880f36e1b,DAQ-2021-010541,"MACT Subpart CC Periodic Report — 2nd Half 2020 (July 15, 2020 —January 14, 2021)",3/15/2021
DAQ-2021-010542 - 0901a06880f36e1c,DAQ-2021-010542,Consent Decree Progress Report - 1st Semiannual Report for 2021,7/30/2021
DAQ-2021-010543 - 0901a06880f3719c,DAQ-2021-010543,Consent Decree Progress Report - 1st Semiannual Report for 2021,7/30/2021
DAQ-2021-011443 - 0901a06880f49847,DAQ-2021-011443,State Electronic Data Report (SEDR) Review,8/30/2021
DAQ-2021-011947 - 0901a06880f5af29,DAQ-2021-011947,Notification of Tank 29 Returning to Service,7/27/2021
DAQ-2021-011948 - 0901a06880f5afb3,DAQ-2021-011948,"MACT Subpart UUU Semi-Annual Report: January 1 to June 30, 2021",7/21/2021
DAQ-2021-011951 - 0901a06880f5afb4,DAQ-2021-011951,"MACT Subpart CC Report — Equipment Leaks — 1"" Semiannual Report for 2021",7/14/2021
DAQ-2021-011962 - 0901a06880f5afb5,DAQ-2021-011962,Alky LOC Incident Report,3/24/2021
DAQ-2021-011963 - 0901a06880f5afb6,DAQ-2021-011963,MSCC Sump LOC Incident Report,3/24/2021
DAQ-2021-011964 - 0901a06880f5afb7,DAQ-2021-011964,SRU Efficiency Notification,3/10/2021
DAQ-2021-011965 - 0901a06880f5afb8,DAQ-2021-011965,1st Quarter 2021 UACR VOC Monitoring Report,4/14/2021
DAQ-2021-011966 - 0901a06880f5afb9,DAQ-2021-011966,SRU Efficiency Notification,3/25/2021
DAQ-2021-011967 - 0901a06880f5afba,DAQ-2021-011967,Notification of Tank 29 Degassing,3/30/2021
DAQ-2021-011968 - 0901a06880f5afbb,DAQ-2021-011968,"2020 MSCC (CO, CO2, S02, NOR, and 02) RATA Final Repot",4/8/2021
DAQ-2021-011969 - 0901a06880f5afbc,DAQ-2021-011969,Review of RA/PST Report dated 1/7/2021,8/2/2021
DAQ-2021-012526 - 0901a06880f64c80,DAQ-2021-012526,2020 Total Annual Benzene (TAB) Report,3/15/2021
DAQ-2021-012685 - 0901a06880f66aeb,DAQ-2021-012685,Protocol Review and Test Date Confirmation,10/4/2021
DAQ-2021-012686 - 0901a06880f66aec,DAQ-2021-012686,"Review of Pretest Protocol Dated September 2, 2021",9/13/2021
DAQ-2021-012687 - 0901a06880f6794a,DAQ-2021-012687,Review of RA/PST Report dated 5/10/2021,9/13/2021
DAQ-2021-014169 - 0901a06880f84943,DAQ-2021-014169,Notification of Tank 45 Degassing,8/10/2021
DAQ-2021-014172 - 0901a06880f84944,DAQ-2021-014172,"MACT Subpart CC Periodic Report — 1st Half 2021 (January 15, 2021 —July 14, 2021)",9/16/2021
DAQ-2021-014173 - 0901a06880f84945,DAQ-2021-014173,Notice of Violation and Order to Comply,10/22/2021
DAQ-2021-015141 - 0901a06880f98efc,DAQ-2021-015141,State Electronic Data Report (SEDR) Review,11/1/2021
DAQ-2021-015749 - 0901a06880f9b29d,DAQ-2021-015749,3rd Quarter 2021 UACR VOC Monitoring Report,10/15/2021
DAQ-2021-016590 - 0901a06880fa85a7,DAQ-2021-016590,"Big West Oil-Pretest Protocol for Flow, Oxygen (02), and Sulfur Dioxide (S02) and Hydrogen Sulfide (H2S) Relative Accuracy Test",11/15/2021
DAQ-2021-016591 - 0901a06880fa85a8,DAQ-2021-016591,Review of RA/PST Protocol dated 10/22/2021,11/8/2021
DAQ-2021-017102 - 0901a06880fba7c6,DAQ-2021-017102,Partial Compliance Evaluation (#1 of 4 Tanks),11/11/2021
DAQ-2021-017715 - 0901a06880fc8372,DAQ-2021-017715,Review of RA/PST Protocol dated 11/22/2021,11/24/2021
DAQ-2021-018471 - 0901a06880fda48c,DAQ-2021-018471,Partial Compliance Evaluation (#3 of 4),12/1/2021
DAQ-2021-018472 - 0901a06880fda48d,DAQ-2021-018472,Administrative Settlement Agreement,12/21/2021
DAQ-2021-018682 - 0901a06880ffa0e4,DAQ-2021-018682,QQQ Semiannual Report,12/15/2021
DAQ-2021-018683 - 0901a06880ffa0e5,DAQ-2021-018683,Notification of Tank 45 Returning to Service,11/17/2021
DAQ-2021-018684 - 0901a06880ffa138,DAQ-2021-018684,Notice of Violation and Order to Comply - DAQC-1314-21,11/15/2021
DAQ-2021-018727 - 0901a06881012067,DAQ-2021-018727,SRU EFFICIENCY CALCULATIONS CY2021,12/16/2021
DAQ-2022-000807 - 0901a06881012068,DAQ-2022-000807,Signed Administrative Settlement Agreement,1/18/2022
DAQ-2022-000808 - 0901a06881012069,DAQ-2022-000808,Relative Accuracy Test,1/27/2022
DAQ-2022-000809 - 0901a0688101206a,DAQ-2022-000809,Review of RA/PST Protocol dated 1/18/2022,1/20/2022
DAQ-2022-001185 - 0901a0688101cf4e,DAQ-2022-001185,Partial Compliance Evaluation (# 2 of 4),2/3/2022
DAQ-2022-001327 - 0901a0688103522c,DAQ-2022-001327,Administrative Settlement Agreement - DAQC-1557-21,1/10/2022
DAQ-2022-001328 - 0901a06881035247,DAQ-2022-001328,"4th Quarter UACR VOC Monitoring Report & 2"" Semiannual NSPS GGGa Report 2021",1/14/2022
DAQ-2022-001329 - 0901a06881035248,DAQ-2022-001329,MACT Subpart CC Report — Equipment Leaks — 2nd Semiannual Report for 2021,1/14/2022
DAQ-2022-001357 - 0901a068810352ea,DAQ-2022-001357,Tank 52 Degassing and Refilling Notification,1/20/2022
DAQ-2022-001362 - 0901a06881035307,DAQ-2022-001362,"Consent Decree Progress Report — 2"" Semiannual Report for 2021",1/25/2022
DAQ-2022-001364 - 0901a06881035309,DAQ-2022-001364,Annual Boiler MACT Report —40 CFR 63 Subpart DDDDD,1/26/2022
DAQ-2022-001366 - 0901a0688103530b,DAQ-2022-001366,MACT Subpart CC Report — Equipment Leaks — 2nd Semiannual Report for 2021,1/14/2022
DAQ-2022-001367 - 0901a0688103530d,DAQ-2022-001367,Consent Decree Progress Report — 2nd Semiannual Report for 2021,1/25/2022
DAQ-2022-001562 - 0901a0688103e53f,DAQ-2022-001562,2021 UACR UTM/DTM Annual Report,1/14/2022
DAQ-2022-001563 - 0901a0688103e541,DAQ-2022-001563,State Electronic Data Report (SEDR) Review,2/23/2022
DAQ-2022-001564 - 0901a0688103edaa,DAQ-2022-001564,Relative Accuracy Test,2/25/2022
DAQ-2022-001565 - 0901a0688103edab,DAQ-2022-001565,Review of RA/PST Protocol dated 1/26/2022,2/22/2022
DAQ-2022-001946 - 0901a06881048ecf,DAQ-2022-001946,"MACT Subpart UUU Semi-Annual Report: July 1, 2021 to December 31, 2021",1/26/2022
DAQ-2022-002388 - 0901a0688105c5b8,DAQ-2022-002388,Full Compliance Evaluation (#4 of 4),3/10/2022
DAQ-2022-004475 - 0901a06881078a12,DAQ-2022-004475,2021 Total Annual Benzene (TAB) Report,3/15/2022
DAQ-2022-004476 - 0901a06881078a14,DAQ-2022-004476,Fugitive Volatile Organic Compound (VOC) Monitoring Report — 1st Quarter 2022,4/15/2022
DAQ-2022-004510 - 0901a068810788ee,DAQ-2022-004510,Review of RA/PST Report dated 1/4/2022,4/13/2022
DAQ-2022-004512 - 0901a06881078a11,DAQ-2022-004512,MACT Subpart CC Periodic Report — 2nd Semiannual 2021,3/15/2022
DAQ-2022-006390 - 0901a068810887f0,DAQ-2022-006390,State Electronic Data Report (SEDR) Review,5/4/2022
DAQ-2022-013869 - 0901a068811f7b6b,DAQ-2022-013869,SEDR Review Memo 3 Quarter 2022,12/28/2022
DAQ-2022-014014 - 0901a06881206db9,DAQ-2022-014014,Full Compliance Evaluation,12/13/2022
DAQ-2022-014015 - 0901a06881206dbb,DAQ-2022-014015,Partial Compliance Evaluation (#2 of 4),10/20/2022
DAQ-2022-015962 - 0901a068812209c4,DAQ-2022-015962,Review of RA/PST Report 04/13/22,11/15/2022
DAQ-2022-015990 - 0901a06881223a05,DAQ-2022-015990,SEDR Review 2Q 2022,9/1/2022
DAQ-2022-016085 - 0901a06881224d27,DAQ-2022-016085,Partial Compliance Evaluation #3 of 4 - Dated 09/19/22,10/20/2022
DAQ-2022-016097 - 0901a06881224d28,DAQ-2022-016097,Partial Compliance Evaluation #1 of 4 Tanks - Dated 09/19/22,10/20/2022
DAQ-2022-016105 - 0901a06881224ec7,DAQ-2022-016105,Review of RA/PST Protocol 10/19/22,10/26/2022
DAQ-2022-016113 - 0901a06881224ec6,DAQ-2022-016113,"Pretest Protocol for Flow, O2, SO2, and H2S Relative Accuracy Test - Dated 10/19/22",11/3/2022
DAQ-2022-016631 - 0901a06881243361,DAQ-2022-016631,Consent Decree - Third Party LDAR Audit Notification - Dated 09/15/22,9/15/2022
DAQ-2022-016632 - 0901a06881243366,DAQ-2022-016632,"Consent Decree Progress Rpt - 1st Semiannual Rpt 2022 - Dated Jan 1 - Jun 30, 2022",7/29/2022
DAQ-2022-016717 - 0901a06881249032,DAQ-2022-016717,Semiannual Rpt. 1-1-22 to 6-30-22 - 7/28/2022,7/28/2022
DAQ-2022-016729 - 0901a06881249254,DAQ-2022-016729,Qtrly CEM Rpt. 3rd Qtr. 2022 - 10/27/2022,10/27/2022
DAQ-2022-016732 - 0901a06881249296,DAQ-2022-016732,Big West Oil - 2021 South and West RATA Rpt. - 1/4/2022,1/4/2022
DAQ-2022-016763 - 0901a06881249452,DAQ-2022-016763,2nd Qtr UACR VOC Monitoring Rpt & 1st Semiannual NSPS GGGa Rpt 2022,7/14/2022
DAQ-2022-016849 - 0901a0688124bfd4,DAQ-2022-016849,2022 MSCC Analyzer and NVRU-SVRU RATAs - Dated 01-18-22,1/18/2022
DAQ-2022-016853 - 0901a0688124c204,DAQ-2022-016853,QQQ Semiannual Rpt. 10-16-2021 to 4-15-2022 6/14/2022,6/14/2022
DAQ-2022-016854 - 0901a0688124c522,DAQ-2022-016854,1st Qtr. 2022 UACR VOC Monitoring Rpt. 4/13/22,4/13/2022
DAQ-2022-016855 - 0901a0688124c529,DAQ-2022-016855,Amine Regenerator & Reflux Accumulator Drum Replacement-in-kind 5/19/22,5/19/2022
DAQ-2022-016856 - 0901a0688124c597,DAQ-2022-016856,1st Semiannual Rpt. for 2022. 7/14/2022,7/14/2022
DAQ-2022-016971 - 0901a0688124ff0d,DAQ-2022-016971,"2022 SRU, Amine Unit, South & West Flares RATAs - Proposed Test Dates Dec 5-8, 2022",10/19/2022
DAQ-2022-017019 - 0901a06881252f8a,DAQ-2022-017019,MACT Subpart CC Periodic Rpt - 1st Half 2022,9/15/2022
DAQ-2022-017020 - 0901a06881252f8b,DAQ-2022-017020,Consent Decree Progress Rpt - 1st Semiannual Rpt for 2022,7/29/2022
DAQ-2022-017026 - 0901a06881253340,DAQ-2022-017026,SRU Efficiency Calculations CY2022,12/30/2022
DAQ-2022-017432 - 0901a0688128af77,DAQ-2022-017432,Notification of Tank 03 Returning to Service On or After 09/09/22,8/30/2022
DAQ-2022-017449 - 0901a0688128afea,DAQ-2022-017449,Consent Decree - Third Party LDAR Audit Notification Commencing 10/17/22,9/15/2022
DAQ-2022-017489 - 0901a0688128db31,DAQ-2022-017489,"QQQ Semiannual Rpt Apr 16 - Oct 15, 2022",12/12/2022
DAQ-2022-017491 - 0901a0688128df53,DAQ-2022-017491,Consent Decree Progress Rpt - 1st Semiannual Rpt for 2022 - Dated 07/19/22,7/29/2022
DAQ-2023-003679 - 0901a068811f0641,DAQ-2023-003679,Warning Letter,1/22/2023
DAQ-2023-004169 - 0901a068811fb695,DAQ-2023-004169,Review of Stack Test Emissions Report 11/15/21,2/28/2023
DAQ-2023-004374 - 0901a068811fe9ee,DAQ-2023-004374,Review of RA/PST 02/14/23,2/27/2023
DAQ-2023-005206 - 0901a0688124e67e,DAQ-2023-005206,"Tank 62 Refilling Notification - Dated Apr 25, 2023",4/25/2023
DAQ-2023-005225 - 0901a0688124e679,DAQ-2023-005225,"Tank 62 Degassing Notification - Dated Apr 27, 2023",4/27/2023
DAQ-2023-005229 - 0901a0688124e680,DAQ-2023-005229,QQQ Semiannual Rpt Oct 2022 to Apr 2023,6/14/2023
DAQ-2023-005307 - 0901a0688124ebd5,DAQ-2023-005307,"2022 SRU, Amine Unit, South & West Flares Rpt - Dated Dec 5-8, 2022",1/18/2023
DAQ-2023-005460 - 0901a06881251c3c,DAQ-2023-005460,Consent Decree Progress Rpt - 1st Semiannual Progress Rpt for 2023,7/27/2023
DAQ-2023-005509 - 0901a06881252f86,DAQ-2023-005509,MACT Subpart CC Rpt - Equipment Leaks - 2nd Semiannual Rpt for 2022,1/15/2023
DAQ-2023-005524 - 0901a06881252f87,DAQ-2023-005524,4th Qtr UACR VOC Monitoring Rpt & 2nd Semiannual NSPS GGGa Rpt 2022,1/15/2023
DAQ-2023-005650 - 0901a06881254243,DAQ-2023-005650,Review of RA/PST Report Dated 04/20/23,7/14/2023
DAQ-2023-005938 - 0901a06881257710,DAQ-2023-005938,1st Qtr 2023 UACR VOC Monitoring Rpt,4/5/2023
DAQ-2023-005961 - 0901a0688125770c,DAQ-2023-005961,2022 Total Annual Benzene TAB Rpt,4/5/2023
DAQ-2023-006292 - 0901a0688126087a,DAQ-2023-006292,40 CFR 63 Subpart UUU: Semiannual Rpt Jan - Jun 2023,7/27/2023
DAQ-2023-006293 - 0901a0688126087c,DAQ-2023-006293,"40 CFR 60 Subparts J and Ja,  Semiannual Compliance Rpt Jan - Jun 2023",7/27/2023
DAQ-2023-007084 - 0901a0688127910d,DAQ-2023-007084,SEDR Review Memo 2Q2023 - Dated 08/23/23,8/23/2023
DAQ-2023-007581 - 0901a06881280883,DAQ-2023-007581,Warning Letter - Monitor Failed H2S Audit - Dated 01/11/23,1/11/2023
DAQ-2023-007837 - 0901a06881282b00,DAQ-2023-007837,Additional Information Request - 09/13/23,9/13/2023
DAQ-2023-008272 - 0901a06881288d6d,DAQ-2023-008272,Equipment Leaks - 1st Semiannual Rpt for 2023,7/13/2023
DAQ-2023-008274 - 0901a06881288d6e,DAQ-2023-008274,2nd Qtr UACR VOC Monitoring Rpt & 1st Semiannual NSPS GGGa Rpt 2023,7/13/2023
DAQ-2023-008293 - 0901a06881288d70,DAQ-2023-008293,Equipment Leaks - 1st Semiannual Rpt for 2023,7/13/2023
DAQ-2023-008354 - 0901a0688128b16e,DAQ-2023-008354,Equipment Leaks - 2nd Semiannual Rpt for 2022,1/15/2023
DAQ-2023-008359 - 0901a0688128bde8,DAQ-2023-008359,"Periodic Rpt Jul 15, 2022 - Jan 14, 2023",3/14/2023
DAQ-2023-008368 - 0901a0688128b16d,DAQ-2023-008368,2022 4th Qtr VOC Monitoring Rpt,1/20/2023
DAQ-2023-010165 - 0901a068812b49b8,DAQ-2023-010165,"Tank 62 Degassing Notification Scheduled Week of Sep 25, 2023",9/20/2023
DAQ-2023-010268 - 0901a068812b595a,DAQ-2023-010268,2022 UACR UTM-DTM Annual Rpt,1/15/2023
DAQ-2023-010269 - 0901a068812b595b,DAQ-2023-010269,Consent Decree Progress Rpt - 2nd Semiannual Rpt for 2022,1/30/2023
DAQ-2023-010271 - 0901a068812b5a2d,DAQ-2023-010271,Annual Boiler MACT Rpt - 40 CFR 63 Subpart DDDDD,1/31/2023
DAQ-2023-010273 - 0901a068812b5a2e,DAQ-2023-010273,MACT Subpart UUU Semiannual Rpt Jul - Dec 2022,1/31/2023
DAQ-2023-010516 - 0901a068812b765e,DAQ-2023-010516,3rd Qtr 2023 UACR VOC Monitoring Rpt,10/12/2023
DAQ-2023-010527 - 0901a068812b78a3,DAQ-2023-010527,UAC R307-309 2023 Fugitive Dust Control Plan,10/2/2023
DAQ-2023-010539 - 0901a068812b7b2c,DAQ-2023-010539,Partial Compliance Evaluation #2 of 4 - Dated 09/07/23,10/12/2023
DAQ-2023-010547 - 0901a068812b7c19,DAQ-2023-010547,Partial Compliance Evaluation #3 of 4 - Dated 09/07/23,10/12/2023
DAQ-2023-010617 - 0901a068812ba933,DAQ-2023-010617,Review of RA/PST Protocol - Dated 10/17/23,10/18/2023
DAQ-2023-010654 - 0901a068812ba9ec,DAQ-2023-010654,"Pretest Protocol for Flow, O2, SO2, and H2S RATA",10/25/2023
DAQ-2023-011068 - 0901a068812c2c56,DAQ-2023-011068,Partial Compliance Evaluation #1 of 4 Tanks - Dated 09/07/23,10/31/2023
DAQ-2023-011070 - 0901a068812c2c5a,DAQ-2023-011070,Full Compliance Evaluation - Dated 09/07/23,10/31/2023
DAQ-2023-011095 - 0901a068812c30d7,DAQ-2023-011095,Review of Pretest Protocol - Dated 10/31/23,11/2/2023
DAQ-2023-011096 - 0901a068812c30d9,DAQ-2023-011096,Protocol Review and Test Date Confirmation - Dated 10/31/23,11/6/2023
DAQ-2023-011655 - 0901a068812d2b50,DAQ-2023-011655,"MACT Subpart CC Periodic Rpt Jan 15 - Jul 14, 2023",9/14/2023
DAQ-2023-011938 - 0901a068812d89b8,DAQ-2023-011938,Consent Decree Supplemental Rpt - 2022 LDAR Audit,11/28/2023
DAQ-2023-011957 - 0901a068812d89b7,DAQ-2023-011957,Consent Decree Supplemental Rpt - 2022 LDAR Audit,11/28/2023
DAQ-2024-004631,DAQ-2024-004631,NSPS Subpart QQQ Semiannual Rpt Apr - Oct 2023,12/15/2023
DAQ-2024-004644,DAQ-2024-004644,4th Qtr UACR VOC Monitoring Rpt & 2nd Semiannual NSPS GGGa Rpt 2023,1/15/2024
DAQ-2024-004862,DAQ-2024-004862,2023 UACR UTM/DTM Annual Rpt,1/15/2024
DAQ-2024-005009,DAQ-2024-005009,Review of RA/PST Protocol - 01/24/2024,1/24/2024
DAQ-2024-005010,DAQ-2024-005010,RATA Review Letter - 01/24/2024,2/8/2024
DAQ-2024-005063,DAQ-2024-005063,Review of Stack Test Report - 02/02/2024,2/2/2024
DAQ-2024-005097,DAQ-2024-005097,MACT Subpart CC Rpt - Equipment Leaks - 2nd Semiannual Rpt for 2023,1/15/2024
DAQ-2024-005098,DAQ-2024-005098,2023 Boiler MACT Rpt - 40 CFR 63 Subpart DDDDD,1/30/2024
